"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-3214815","HDACs deacetylate histones","35/684","94/10616",1.82481583504042e-18,1.11903552827873e-15,9.17781277622086e-16,"H2BC11/H2BC14/H3C4/H2AC16/H2AC8/H3C11/REST/H2AC11/H2AC13/H2AC15/H2AC17/H2AC12/H4C9/H4C1/H4C4/H4C6/H4C12/H4C11/H4C3/H4C8/H4C2/H4C5/H4C13/H4C14/H4-16/H4C15/H3C1/H3C3/H3C6/H3C8/H3C12/H3C10/H3C2/H3C7/H2BC15",35
"R-HSA-2299718","Condensation of Prophase Chromosomes","31/684","73/10616",1.83749676236245e-18,1.11903552827873e-15,9.17781277622086e-16,"H2BC11/H2BC14/SMC2/H3C4/H2AC8/CDK1/H3C11/H4C9/H4C1/H4C4/H4C6/H4C12/H4C11/H4C3/H4C8/H4C2/H4C5/H4C13/H4C14/H4-16/H4C15/H3C1/H3C3/H3C6/H3C8/H3C12/H3C10/H3C2/H3C7/H2BC15/PLK1",31
"R-HSA-912446","Meiotic recombination","33/684","85/10616",3.92722464442607e-18,1.59445320563698e-15,1.30769690791591e-15,"H2BC11/H2BC14/H3C4/BLM/H2AC8/RPA3/H3C11/H4C9/H4C1/H4C4/H4C6/H4C12/H4C11/H4C3/H4C8/H4C2/H4C5/H4C13/H4C14/H4-16/H4C15/RAD51/H3C1/H3C3/H3C6/H3C8/H3C12/H3C10/H3C2/H3C7/BRCA2/H2BC15/BRCA1",33
"R-HSA-73728","RNA Polymerase I Promoter Opening","28/684","62/10616",1.14664994237873e-17,3.05105365987879e-15,2.50233335340504e-15,"H2BC11/H2BC14/H3C4/H2AC8/H3C11/H4C9/H4C1/H4C4/H4C6/H4C12/H4C11/H4C3/H4C8/H4C2/H4C5/H4C13/H4C14/H4-16/H4C15/H3C1/H3C3/H3C6/H3C8/H3C12/H3C10/H3C2/H3C7/H2BC15",28
"R-HSA-427359","SIRT1 negatively regulates rRNA expression","29/684","67/10616",1.25248508205205e-17,3.05105365987879e-15,2.50233335340504e-15,"H2BC11/H2BC14/H3C4/H2AC8/H3C11/H4C9/H4C1/H4C4/H4C6/H4C12/H4C11/H4C3/H4C8/H4C2/H4C5/H4C13/H4C14/H4-16/H4C15/H3C1/H3C3/H3C6/H3C8/H3C12/H3C10/H3C2/H3C7/H2BC15/TAF1B",29
"R-HSA-3214858","RMTs methylate histone arginines","31/684","79/10616",2.87451610384412e-17,5.64330420189941e-15,4.6283775711715e-15,"H3C4/H2AC16/H2AC8/H3C11/H2AC11/H2AC13/H2AC15/H2AC17/H2AC12/H4C9/H4C1/H4C4/H4C6/H4C12/H4C11/H4C3/H4C8/H4C2/H4C5/H4C13/H4C14/H4-16/H4C15/H3C1/H3C3/H3C6/H3C8/H3C12/H3C10/H3C2/H3C7",31
"R-HSA-5334118","DNA methylation","28/684","64/10616",3.24327827695369e-17,5.64330420189941e-15,4.6283775711715e-15,"H2BC11/H2BC14/H3C4/H2AC8/H3C11/H4C9/H4C1/H4C4/H4C6/H4C12/H4C11/H4C3/H4C8/H4C2/H4C5/H4C13/H4C14/H4-16/H4C15/H3C1/H3C3/H3C6/H3C8/H3C12/H3C10/H3C2/H3C7/H2BC15",28
"R-HSA-5625886","Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3","28/684","66/10616",8.74700279380488e-17,1.33173117535679e-14,1.09222442780537e-14,"H2BC11/H2BC14/H3C4/H2AC8/H3C11/H4C9/H4C1/H4C4/H4C6/H4C12/H4C11/H4C3/H4C8/H4C2/H4C5/H4C13/H4C14/H4-16/H4C15/H3C1/H3C3/H3C6/H3C8/H3C12/H3C10/H3C2/H3C7/H2BC15",28
"R-HSA-212300","PRC2 methylates histones and DNA","29/684","72/10616",1.33721641049078e-16,1.80969954219752e-14,1.48423201585468e-14,"H2BC11/EZH2/H2BC14/H3C4/H2AC8/H3C11/H4C9/H4C1/H4C4/H4C6/H4C12/H4C11/H4C3/H4C8/H4C2/H4C5/H4C13/H4C14/H4-16/H4C15/H3C1/H3C3/H3C6/H3C8/H3C12/H3C10/H3C2/H3C7/H2BC15",29
"R-HSA-9616222","Transcriptional regulation of granulopoiesis","32/684","89/10616",1.79986707901257e-16,2.19223810223731e-14,1.7979724820873e-14,"H2BC11/H2BC14/H3C4/H2AC8/H3C11/MYB/H4C9/H4C1/H4C4/H4C6/H4C12/H4C11/H4C3/H4C8/H4C2/H4C5/H4C13/H4C14/H4-16/H4C15/H3C1/H3C3/H3C6/H3C8/H3C12/H3C10/H3C2/H3C7/TFDP1/H2BC15/TFDP2/PML",32
"R-HSA-3214842","HDMs demethylate histones","24/684","50/10616",4.37211533647779e-16,4.84112407257268e-14,3.97046646346165e-14,"H3C4/H3C11/H4C9/H4C1/H4C4/H4C6/H4C12/H4C11/H4C3/H4C8/H4C2/H4C5/H4C13/H4C14/H4-16/H4C15/H3C1/H3C3/H3C6/H3C8/H3C12/H3C10/H3C2/H3C7",24
"R-HSA-427389","ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression","29/684","75/10616",4.94307683849248e-16,5.01722299106987e-14,4.11489466642927e-14,"H2BC11/H2BC14/H3C4/H2AC8/H3C11/H4C9/H4C1/H4C4/H4C6/H4C12/H4C11/H4C3/H4C8/H4C2/H4C5/H4C13/H4C14/H4-16/H4C15/H3C1/H3C3/H3C6/H3C8/H3C12/H3C10/H3C2/H3C7/ERCC6/H2BC15",29
"R-HSA-3214841","PKMTs methylate histone lysines","28/684","71/10616",8.69018923211869e-16,8.14203883440044e-14,6.67772435731226e-14,"EZH2/H3C4/H3C11/H4C9/H4C1/H4C4/H4C6/H4C12/H4C11/H4C3/H4C8/H4C2/H4C5/H4C13/H4C14/H4-16/H4C15/H3C1/H3C3/H3C6/H3C8/H3C12/H3C10/H3C2/H3C7/NFKB2/MECOM/RBBP5",28
"R-HSA-5617472","Activation of anterior HOX genes in hindbrain development during early embryogenesis","35/684","121/10616",1.47183162436633e-14,1.11764994426263e-12,9.16644885580532e-13,"H2BC11/EZH2/H2BC14/POLR2D/H3C4/PIAS2/H2AC8/PKNOX1/H3C11/H4C9/H4C1/H4C4/H4C6/H4C12/H4C11/H4C3/H4C8/H4C2/H4C5/H4C13/H4C14/H4-16/H4C15/H3C1/H3C3/H3C6/H3C8/H3C12/H3C10/H3C2/H3C7/YY1/CNOT9/H2BC15/RBBP5",35
"R-HSA-5619507","Activation of HOX genes during differentiation","35/684","121/10616",1.47183162436633e-14,1.11764994426263e-12,9.16644885580532e-13,"H2BC11/EZH2/H2BC14/POLR2D/H3C4/PIAS2/H2AC8/PKNOX1/H3C11/H4C9/H4C1/H4C4/H4C6/H4C12/H4C11/H4C3/H4C8/H4C2/H4C5/H4C13/H4C14/H4-16/H4C15/H3C1/H3C3/H3C6/H3C8/H3C12/H3C10/H3C2/H3C7/YY1/CNOT9/H2BC15/RBBP5",35
"R-HSA-201722","Formation of the beta-catenin:TCF transactivating complex","30/684","90/10616",1.70271667193242e-14,1.11764994426263e-12,9.16644885580532e-13,"H2BC11/H2BC14/H3C4/H2AC8/H3C11/H4C9/H4C1/H4C4/H4C6/H4C12/H4C11/H4C3/H4C8/H4C2/H4C5/H4C13/H4C14/H4-16/H4C15/H3C1/H3C3/H3C6/H3C8/H3C12/H3C10/H3C2/H3C7/H2BC15/RBBP5/TLE3",30
"R-HSA-5250924","B-WICH complex positively regulates rRNA expression","30/684","90/10616",1.70271667193242e-14,1.11764994426263e-12,9.16644885580532e-13,"H2BC11/H2BC14/H3C4/H2AC8/H3C11/H4C9/H4C1/H4C4/H4C6/H4C12/H4C11/H4C3/H4C8/H4C2/H4C5/H4C13/H4C14/H4-16/H4C15/H3C1/H3C3/H3C6/H3C8/H3C12/H3C10/H3C2/H3C7/ERCC6/H2BC15/TAF1B",30
"R-HSA-73772","RNA Polymerase I Promoter Escape","30/684","90/10616",1.70271667193242e-14,1.11764994426263e-12,9.16644885580532e-13,"H2BC11/H2BC14/H3C4/ERCC2/H2AC8/H3C11/H4C9/H4C1/H4C4/H4C6/H4C12/H4C11/H4C3/H4C8/H4C2/H4C5/H4C13/H4C14/H4-16/H4C15/H3C1/H3C3/H3C6/H3C8/H3C12/H3C10/H3C2/H3C7/H2BC15/TAF1B",30
"R-HSA-3214847","HATs acetylate histones","38/684","142/10616",1.74346050418636e-14,1.11764994426263e-12,9.16644885580532e-13,"H2BC11/H2BC14/H3C4/H2AC16/CLOCK/H2AC8/H3C11/H2AC11/H2AC13/H2AC15/H2AC17/H2AC12/H4C9/H4C1/H4C4/H4C6/H4C12/H4C11/H4C3/H4C8/H4C2/H4C5/H4C13/H4C14/H4-16/H4C15/H3C1/H3C3/H3C6/H3C8/H3C12/H3C10/H3C2/H3C7/H2BC15/KAT8/TAF6L/SUPT7L",38
"R-HSA-2559580","Oxidative Stress Induced Senescence","35/684","123/10616",2.55007313172682e-14,1.55299453722163e-12,1.27369442210987e-12,"H2BC11/EZH2/H2BC14/H3C4/H2AC8/H3C11/H4C9/H4C1/H4C4/H4C6/H4C12/H4C11/H4C3/H4C8/H4C2/H4C5/H4C13/H4C14/H4-16/H4C15/H3C1/H3C3/H3C6/H3C8/H3C12/H3C10/H3C2/H3C7/CDKN2B/TFDP1/H2BC15/TFDP2/CDKN2D/MAP2K3/MAP2K6",35
"R-HSA-1500620","Meiosis","34/684","117/10616",3.03118233210808e-14,1.75808575262269e-12,1.44190076850655e-12,"H2BC11/H2BC14/H3C4/BLM/H2AC8/RPA3/H3C11/HSPA2/H4C9/H4C1/H4C4/H4C6/H4C12/H4C11/H4C3/H4C8/H4C2/H4C5/H4C13/H4C14/H4-16/H4C15/RAD51/H3C1/H3C3/H3C6/H3C8/H3C12/H3C10/H3C2/H3C7/BRCA2/H2BC15/BRCA1",34
"R-HSA-1912408","Pre-NOTCH Transcription and Translation","30/684","92/10616",3.33156850049032e-14,1.84447746981692e-12,1.51275526649058e-12,"H2BC11/H2BC14/H3C4/H2AC8/H3C11/H4C9/H4C1/H4C4/H4C6/H4C12/H4C11/H4C3/H4C8/H4C2/H4C5/H4C13/H4C14/H4-16/H4C15/H3C1/H3C3/H3C6/H3C8/H3C12/H3C10/H3C2/H3C7/TFDP1/H2BC15/TFDP2",30
"R-HSA-5625740","RHO GTPases activate PKNs","30/684","94/10616",6.38464972566334e-14,3.38108841993824e-12,2.77301262684417e-12,"H2BC11/CDC25C/H2BC14/H3C4/H2AC8/PAK1/H3C11/H4C9/H4C1/H4C4/H4C6/H4C12/H4C11/H4C3/H4C8/H4C2/H4C5/H4C13/H4C14/H4-16/H4C15/H3C1/H3C3/H3C6/H3C8/H3C12/H3C10/H3C2/H3C7/H2BC15",30
"R-HSA-1912422","Pre-NOTCH Expression and Processing","32/684","108/10616",9.61281296024804e-14,4.87850257732588e-12,4.00112258740149e-12,"H2BC11/H2BC14/FURIN/H3C4/H2AC8/H3C11/H4C9/H4C1/H4C4/H4C6/H4C12/H4C11/H4C3/H4C8/H4C2/H4C5/H4C13/H4C14/H4-16/H4C15/H3C1/H3C3/H3C6/H3C8/H3C12/H3C10/H3C2/H3C7/TFDP1/H2BC15/TFDP2/B4GALT1",32
"R-HSA-8936459","RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function","30/684","96/10616",1.19969857719945e-13,5.84493146811574e-12,4.79374294636751e-12,"H2BC11/H2BC14/H3C4/NFE2/H2AC8/H3C11/H4C9/H4C1/H4C4/H4C6/H4C12/H4C11/H4C3/H4C8/H4C2/H4C5/H4C13/H4C14/H4-16/H4C15/H3C1/H3C3/H3C6/H3C8/H3C12/H3C10/H3C2/H3C7/H2BC15/RBBP5",30
"R-HSA-2559582","Senescence-Associated Secretory Phenotype (SASP)","32/684","109/10616",1.27934250147466e-13,5.99322756460052e-12,4.91536855829737e-12,"H2BC11/H2BC14/H3C4/H2AC8/RPS6KA1/H3C11/H4C9/H4C1/H4C4/H4C6/H4C12/H4C11/H4C3/H4C8/H4C2/H4C5/H4C13/H4C14/H4-16/H4C15/H3C1/H3C3/H3C6/H3C8/H3C12/H3C10/H3C2/H3C7/CDKN2B/H2BC15/CDKN2D/CXCL8",32
"R-HSA-5578749","Transcriptional regulation by small RNAs","31/684","105/10616",2.62134852532897e-13,1.18251944587062e-11,9.69847855959919e-12,"H2BC11/H2BC14/POLR2D/NUP155/H3C4/H2AC8/NUP210/H3C11/H4C9/H4C1/H4C4/H4C6/H4C12/H4C11/H4C3/H4C8/H4C2/H4C5/H4C13/H4C14/H4-16/H4C15/H3C1/H3C3/H3C6/H3C8/H3C12/H3C10/H3C2/H3C7/H2BC15",31
"R-HSA-69473","G2/M DNA damage checkpoint","29/684","94/10616",4.47507566843323e-13,1.94665791576845e-11,1.59655895088088e-11,"H2BC11/CHEK1/CDC25C/H2BC14/DNA2/WEE1/BLM/CDK1/RPA3/CHEK2/EXO1/H4C9/H4C1/H4C4/H4C6/H4C12/H4C11/H4C3/H4C8/H4C2/H4C5/H4C13/H4C14/H4-16/H4C15/ATRIP/H2BC15/BRCA1/RFC5",29
"R-HSA-9018519","Estrogen-dependent gene expression","37/684","149/10616",4.85579782647222e-13,2.03943508711833e-11,1.6726505035652e-11,"H2BC11/H2BC14/POLR2D/H3C4/H2AC8/H3C11/MYB/H4C9/H4C1/H4C4/H4C6/H4C12/H4C11/H4C3/H4C8/H4C2/H4C5/H4C13/H4C14/H4-16/H4C15/H3C1/H3C3/H3C6/H3C8/H3C12/H3C10/H3C2/H3C7/YY1/SP1/H2BC15/TLE3/GATA3/TFF1/ESR1/PGR",37
"R-HSA-977225","Amyloid fiber formation","31/684","108/10616",6.07948519628051e-13,2.46827098968989e-11,2.02436191272639e-11,"H2BC11/H2BC14/FURIN/H3C4/H2AC8/H3C11/H4C9/H4C1/H4C4/H4C6/H4C12/H4C11/H4C3/H4C8/H4C2/H4C5/H4C13/H4C14/H4-16/H4C15/H3C1/H3C3/H3C6/H3C8/H3C12/H3C10/H3C2/H3C7/H2BC15/ADAM10/FGA",31
"R-HSA-1474165","Reproduction","36/684","143/10616",6.47977992242129e-13,2.54592643403521e-11,2.08805132304849e-11,"H2BC11/H2BC14/H3C4/BLM/H2AC8/RPA3/H3C11/HSPA2/H4C9/H4C1/H4C4/H4C6/H4C12/H4C11/H4C3/H4C8/H4C2/H4C5/H4C13/H4C14/H4-16/H4C15/RAD51/H3C1/H3C3/H3C6/H3C8/H3C12/H3C10/H3C2/H3C7/BRCA2/H2BC15/ADAM2/BRCA1/B4GALT1",36
"R-HSA-73854","RNA Polymerase I Promoter Clearance","31/684","109/10616",7.98723421601101e-13,3.04014102346919e-11,2.49338331282712e-11,"H2BC11/H2BC14/H3C4/ERCC2/H2AC8/H3C11/H4C9/H4C1/H4C4/H4C6/H4C12/H4C11/H4C3/H4C8/H4C2/H4C5/H4C13/H4C14/H4-16/H4C15/H3C1/H3C3/H3C6/H3C8/H3C12/H3C10/H3C2/H3C7/ERCC6/H2BC15/TAF1B",31
"R-HSA-73864","RNA Polymerase I Transcription","31/684","111/10616",1.36392338452925e-12,5.03411721926249e-11,4.12875053243462e-11,"H2BC11/H2BC14/H3C4/ERCC2/H2AC8/H3C11/H4C9/H4C1/H4C4/H4C6/H4C12/H4C11/H4C3/H4C8/H4C2/H4C5/H4C13/H4C14/H4-16/H4C15/H3C1/H3C3/H3C6/H3C8/H3C12/H3C10/H3C2/H3C7/ERCC6/H2BC15/TAF1B",31
"R-HSA-5250913","Positive epigenetic regulation of rRNA expression","30/684","105/10616",1.64715196948356e-12,5.90067970244404e-11,4.83946507442692e-11,"H2BC11/H2BC14/H3C4/H2AC8/H3C11/H4C9/H4C1/H4C4/H4C6/H4C12/H4C11/H4C3/H4C8/H4C2/H4C5/H4C13/H4C14/H4-16/H4C15/H3C1/H3C3/H3C6/H3C8/H3C12/H3C10/H3C2/H3C7/ERCC6/H2BC15/TAF1B",30
"R-HSA-68875","Mitotic Prophase","35/684","141/10616",2.12432809897453e-12,7.30749998699386e-11,5.99327412294285e-11,"H2BC11/CCNB2/H2BC14/NUP155/SMC2/H3C4/H2AC8/CDK1/NUP210/H3C11/H4C9/H4C1/H4C4/H4C6/H4C12/H4C11/H4C3/H4C8/H4C2/H4C5/H4C13/H4C14/H4-16/H4C15/H3C1/H3C3/H3C6/H3C8/H3C12/H3C10/H3C2/H3C7/H2BC15/PPP2R1B/PLK1",35
"R-HSA-427413","NoRC negatively regulates rRNA expression","30/684","106/10616",2.15985221290459e-12,7.30749998699386e-11,5.99327412294285e-11,"H2BC11/H2BC14/H3C4/ERCC2/H2AC8/H3C11/H4C9/H4C1/H4C4/H4C6/H4C12/H4C11/H4C3/H4C8/H4C2/H4C5/H4C13/H4C14/H4-16/H4C15/H3C1/H3C3/H3C6/H3C8/H3C12/H3C10/H3C2/H3C7/H2BC15/TAF1B",30
"R-HSA-5250941","Negative epigenetic regulation of rRNA expression","30/684","109/10616",4.76474849342074e-12,1.56850369323958e-10,1.28641431586238e-10,"H2BC11/H2BC14/H3C4/ERCC2/H2AC8/H3C11/H4C9/H4C1/H4C4/H4C6/H4C12/H4C11/H4C3/H4C8/H4C2/H4C5/H4C13/H4C14/H4-16/H4C15/H3C1/H3C3/H3C6/H3C8/H3C12/H3C10/H3C2/H3C7/H2BC15/TAF1B",30
"R-HSA-157579","Telomere Maintenance","25/684","81/10616",1.85208911871063e-11,5.93643301734091e-10,4.86878829267697e-10,"H2BC11/H2BC14/DNA2/PCNA/H2AC8/RPA3/PRIM2/H4C9/H4C1/H4C4/H4C6/H4C12/H4C11/H4C3/H4C8/H4C2/H4C5/H4C13/H4C14/H4-16/H4C15/H2BC15/POLE2/RFC5/POLE",25
"R-HSA-8939236","RUNX1 regulates transcription of genes involved in differentiation of HSCs","32/684","129/10616",1.93615071286316e-11,6.04674761094187e-10,4.95926322943897e-10,"H2BC11/ITCH/H2BC14/H3C4/H2AC8/H3C11/LMO1/MYB/H4C9/H4C1/H4C4/H4C6/H4C12/H4C11/H4C3/H4C8/H4C2/H4C5/H4C13/H4C14/H4-16/H4C15/H3C1/H3C3/H3C6/H3C8/H3C12/H3C10/H3C2/H3C7/H2BC15/GATA3",32
